,item_id,state_id,price,sale_perday,sale_change,price_change,elasticity,target_days,discount%,cost_price,stock on hand,discount_price,predict_total_sale,cost,revenue,profit
0,FOODS_1_001,CA,1.75,1.0,-0.5032506621719239,-0.21875000332615202,0.0,7,0,0.875,100,1.75,11.167176220547612,9.77,19.54,9.77
1,FOODS_1_001,CA,2.240000009536743,2.01308773630635,-0.11534529790650105,0.12000000476837158,0.9612107776924241,7,0,0.875,100,2.240000009536743,23.10205908557269,20.21,51.75,31.54
2,FOODS_1_001,TX,0.9900000095367432,2.0,1.0,-0.5025125604058627,1.9900000095367432,7,0,0.4950000047683716,100,0.9900000095367432,14.315,7.09,14.17,7.08
3,FOODS_1_001,TX,1.0,7.0,0.3999999999999999,-0.1596639059532916,2.505262523873221,7,0,0.4950000047683716,100,1.0,20.18947916666667,9.99,20.19,10.200000000000001
4,FOODS_1_001,TX,1.190000057220459,5.0,1.9435483870967745,-0.4049999713897705,4.7988852454172415,7,0,0.4950000047683716,100,1.190000057220459,13.76373597814566,6.81,16.38,9.57
5,FOODS_1_001,TX,1.9900000095367432,1.0,-0.3821853961677887,-0.11160714238197833,0.0,7,0,0.4950000047683716,100,1.9900000095367432,15.848113896905563,7.84,31.54,23.7
6,FOODS_1_001,TX,2.240000009536743,1.6186085498742666,-0.7687702071608191,1.2400000095367432,0.6199759687486028,7,0,0.4950000047683716,100,2.240000009536743,26.41947866925201,13.08,59.18,46.1
7,FOODS_1_001,WI,1.75,4.0,1.7849829351535837,-0.21875000332615202,8.15992186519974,7,0,0.875,100,1.75,87.80333333333341,76.83,153.66,76.83
8,FOODS_1_001,WI,2.240000009536743,1.4362745098039216,-0.11219295410471875,0.12000000476837158,0.9349412470547622,7,0,0.875,100,2.240000009536743,13.038706876654068,11.41,29.21,17.8
9,FOODS_1_002,CA,8.880000114440918,1.4440326167531505,-0.0038849078878729904,0.12690355145647736,0.030613074601031572,7,0,4.440000057220459,100,8.880000114440918,7.198935226875971,31.96,63.93,31.97
10,FOODS_1_002,CA,9.479999542236328,1.4273504273504274,-0.011552501798908432,0.06756750225933827,0.17097719188386604,7,0,4.440000057220459,100,9.479999542236328,15.565944900293598,69.11,147.57,78.46
11,FOODS_1_002,TX,7.659999847412109,1.0,-0.20733249051833125,-0.13738741568762014,0.0,7,0,3.8299999237060547,100,7.659999847412109,9.877845463697064,37.83,75.66,37.83
