,item_id,state_id,price,sale_perday,sale_change,price_change,elasticity,target_days,discount%,cost_price,stock on hand,discount_price,predict_total_sale,cost,revenue,profit
0,HOUSEHOLD_1_001,CA,4.5,1.4,-0.04245597334602569,-0.24623112928860924,0.0,7,0,2.25,100,4.5,23.207979440168828,52.22,104.44,52.22
1,HOUSEHOLD_1_001,CA,5.369999885559082,1.25,-0.1071428571428571,0.1933333079020183,0.5541872650167311,7,0,2.25,100,5.369999885559082,24.808156576438076,55.82,133.22,77.4
2,HOUSEHOLD_1_001,CA,5.96999979019165,1.4620737647877522,0.03636254926482674,-0.14347202727426533,0.2534469607466759,7,0,2.25,100,5.96999979019165,22.301457761347994,50.18,133.14,82.95999999999998
3,HOUSEHOLD_1_001,CA,6.269999980926514,1.2277227722772277,-0.055597867479055596,-0.007911422369743293,0.0,7,0,2.25,100,6.269999980926514,9.371194001568504,21.09,58.76,37.67
4,HOUSEHOLD_1_001,CA,6.96999979019165,1.4107744107744107,0.14909851200173785,0.11164271314107688,0.0,7,0,2.25,100,6.96999979019165,29.264549020983196,65.85,203.97,138.12
5,HOUSEHOLD_1_001,TX,2.5,2.0,0.6828087167070216,-0.5812395162714497,1.1747458622344205,7,0,1.25,100,2.5,9.456439506556839,11.82,23.64,11.82
6,HOUSEHOLD_1_001,TX,5.96999979019165,1.1884892086330936,0.01997208203586398,-0.14347202727426533,0.13920540759966235,7,0,1.25,100,5.96999979019165,11.05799076518359,13.82,66.02,52.199999999999996
7,HOUSEHOLD_1_001,TX,6.269999980926514,1.1475409836065573,0.14754098360655732,-0.007911422369743293,18.64910969370286,7,0,1.25,100,6.269999980926514,17.71178939875001,22.14,111.05,88.91
8,HOUSEHOLD_1_001,TX,6.96999979019165,1.1652173913043478,0.015403726708074439,0.11164271314107688,0.0,7,0,1.25,100,6.96999979019165,10.830177959408497,13.54,75.49,61.949999999999996
9,HOUSEHOLD_1_001,TX,7.159999847412109,1.0,-0.5,1.8639999389648438,0.26824035213095054,7,0,1.25,100,7.159999847412109,14.226848500916297,17.78,101.86,84.08
10,HOUSEHOLD_1_001,WI,3.9700000286102295,1.0,-0.2857142857142857,-0.4576502820341899,0.0,7,0,1.9850000143051147,100,3.9700000286102295,14.356956706044828,28.5,57.0,28.5
11,HOUSEHOLD_1_001,WI,5.96999979019165,1.4808184143222507,0.19154225896627608,-0.14347202727426533,1.3350495048077788,7,0,1.9850000143051147,100,5.96999979019165,14.831286607156219,29.44,88.54,59.10000000000001
12,HOUSEHOLD_1_001,WI,6.269999980926514,1.2346938775510203,-0.1410825199645076,-0.007911422369743293,0.0,7,0,1.9850000143051147,100,6.269999980926514,13.88239052686576,27.56,87.04,59.480000000000004
13,HOUSEHOLD_1_001,WI,6.96999979019165,1.2427745664739884,0.006544690202073378,0.11164271314107688,0.0,7,0,1.9850000143051147,100,6.96999979019165,19.460165729122835,38.63,135.64,97.00999999999999
14,HOUSEHOLD_1_001,WI,7.320000171661377,1.4,-0.0545768566493956,0.22613072511119614,0.2413509116134409,7,0,1.9850000143051147,100,7.320000171661377,10.740704086458974,21.32,78.62,57.300000000000004
15,HOUSEHOLD_1_002,CA,3.0,1.0,-0.3834080717488789,-0.4974874195257395,0.0,7,0,1.5,100,3.0,56.03795944924247,84.06,168.11,84.05000000000001
16,HOUSEHOLD_1_002,CA,3.9700000286102295,1.0,-0.11111111111111116,-0.2607076139263448,0.0,7,0,1.5,100,3.9700000286102295,29.762250000000005,44.64,118.16,73.52
17,HOUSEHOLD_1_002,CA,5.369999885559082,1.125,0.125,0.7899999618530273,0.0,7,0,1.5,100,5.369999885559082,15.726202214452215,23.59,84.45,60.86
18,HOUSEHOLD_1_002,CA,5.46999979019165,1.0769230769230769,0.07692307692307687,0.37783369037065806,0.0,7,0,1.5,100,5.46999979019165,13.52218289176235,20.28,73.97,53.69
19,HOUSEHOLD_1_002,CA,5.96999979019165,1.6218181818181818,0.19440761404660312,-0.14347202727426533,1.3550210291164828,7,0,1.5,100,5.96999979019165,22.29864235671091,33.45,133.12,99.67
20,HOUSEHOLD_1_002,CA,6.269999980926514,1.5515151515151515,0.10446841294298936,-0.007911422369743293,13.20475738250581,7,0,1.5,100,6.269999980926514,9.618550162978382,14.43,60.31,45.88
21,HOUSEHOLD_1_002,CA,6.96999979019165,1.357843137254902,-0.1248276654411764,0.11164271314107688,1.1180995331369135,7,0,1.5,100,6.96999979019165,72.95088872422274,109.43,508.47,399.04
22,HOUSEHOLD_1_002,TX,4.96999979019165,2.0,0.6105263157894736,-0.1675041934914202,3.6448419771696376,7,0,2.484999895095825,100,4.96999979019165,43.789991094972684,108.82,217.64,108.82
23,HOUSEHOLD_1_002,TX,5.96999979019165,1.2418300653594772,0.03334764562759407,-0.14347202727426533,0.23243308302771615,7,0,2.484999895095825,100,5.96999979019165,10.183018916976103,25.3,60.79,35.489999999999995
24,HOUSEHOLD_1_002,TX,6.269999980926514,1.2837837837837838,-0.1325785244704164,-0.007911422369743293,0.0,7,0,2.484999895095825,100,6.269999980926514,56.03795944924247,139.25,351.36,212.11
25,HOUSEHOLD_1_002,TX,6.96999979019165,1.2017543859649122,-0.0638965835641736,0.11164271314107688,0.5723309812744423,7,0,2.484999895095825,100,6.96999979019165,9.970651118126208,24.78,69.5,44.72
26,HOUSEHOLD_1_002,TX,7.159999847412109,1.1111111111111112,-0.4444444444444444,0.44064389329400955,1.0086249944870995,7,0,2.484999895095825,100,7.159999847412109,46.663897967099246,115.96,334.11,218.15000000000003
27,HOUSEHOLD_1_002,WI,5.96999979019165,1.7504643962848296,0.3170969972046047,-0.14347202727426533,2.210166003986497,7,0,2.984999895095825,100,5.96999979019165,20.950023274198898,62.54,125.07,62.529999999999994
28,HOUSEHOLD_1_002,WI,6.269999980926514,1.2727272727272727,-0.1647727272727273,-0.007911422369743293,0.0,7,0,2.984999895095825,100,6.269999980926514,20.065255446800283,59.89,125.81,65.92
29,HOUSEHOLD_1_002,WI,6.96999979019165,1.3290322580645162,0.044239631336405516,0.11164271314107688,0.0,7,0,2.984999895095825,100,6.96999979019165,28.38126513201204,84.72,197.82,113.1
30,HOUSEHOLD_1_002,WI,7.320000171661377,1.2857142857142858,-0.2655010359290514,0.22613072511119614,1.1741042080791786,7,0,2.984999895095825,100,7.320000171661377,31.600287356321836,94.33,231.31,136.98000000000002
31,HOUSEHOLD_1_004,CA,2.359999895095825,4.817895400126024,0.3718336821979009,-0.0042194054625018795,88.1246624678311,7,0,1.1799999475479126,100,2.359999895095825,10.585079724773,12.49,24.98,12.49
32,HOUSEHOLD_1_004,CA,2.369999885559082,3.5120113047574186,-0.2571649449107468,0.19696962764075665,1.3056071029376035,7,0,1.1799999475479126,100,2.369999885559082,15.987037630830951,18.86,37.89,19.03
33,HOUSEHOLD_1_004,TX,1.8700000047683716,2.4672544080604535,0.14371268478604105,-0.20762708140186492,0.6921673406750022,7,0,0.9350000023841858,100,1.8700000047683716,14.353332043310177,13.42,26.84,13.42
34,HOUSEHOLD_1_004,TX,1.8799999952316284,2.776315789473684,0.03311860881622275,-0.05050506205987393,0.6557483045355043,7,0,0.9350000023841858,100,1.8799999952316284,13.308338025033363,12.44,25.02,12.58
